empresa_id,camara_id,nom_comuna,nom_region,tipo_tension,codigo_placa,propiedad,cudn,cant_redes_mt,cant_redes_bt,datum,zona,x,y,lat,long
18,2311700,Padre Las Casas,La Araucanía,BT,585477,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187368.836,5704415.417,-38.75624280,-72.59980830
18,1716411925,Padre Las Casas,La Araucanía,BT,PP4308,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188435.832,5703611.494,-38.76385030,-72.58791530
18,1716410951,Padre Las Casas,La Araucanía,MT,PP-0426,Inst. de distribució,BAAC22770,1,1,PSAD56,19,188119.769,5704131.786,-38.75905930,-72.59131120
18,2069701,Padre Las Casas,La Araucanía,BT,500448,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187160.505,5704268.648,-38.75748900,-72.60226760
18,9553578,Temuco,La Araucanía,MT,1062608,Inst. de distribució,BAAV00103,3,2,PSAD56,19,187969.926,5705723.494,-38.74469110,-72.59231390
18,1716410211,Padre Las Casas,La Araucanía,MT,PP8360,Inst. de distribució,BAAV00103,1,0,PSAD56,19,188250.629,5703713.537,-38.76286710,-72.58999670
18,1716403886,Temuco,La Araucanía,MT,1090336,Inst. de distribució,BAAV01778,1,1,PSAD56,19,187974.051,5705749.463,-38.74445900,-72.59225480
18,2038493,Padre Las Casas,La Araucanía,BT,493422,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187739.527,5704251.122,-38.75785160,-72.59562480
18,1716411903,Padre Las Casas,La Araucanía,MT,PP8363,Inst. de distribució,BAAV00103,2,0,PSAD56,19,188267.701,5703669.642,-38.76326790,-72.58982040
18,2191961,Padre Las Casas,La Araucanía,BT,583706,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187108.584,5704168.980,-38.75836690,-72.60290910
18,2037608,Padre Las Casas,La Araucanía,BT,493418,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187583.097,5704181.789,-38.75841980,-72.59745300
18,2038777,Padre Las Casas,La Araucanía,BT,493431,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188076.985,5704571.018,-38.75509390,-72.59160440
18,2023451,Padre Las Casas,La Araucanía,BT,459320,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187209.413,5704121.751,-38.75882740,-72.60177230
18,2070511,Padre Las Casas,La Araucanía,BT,500422,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187216.867,5704195.050,-38.75817080,-72.60165350
18,2069084,Padre Las Casas,La Araucanía,BT,500419,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187260.156,5704153.282,-38.75856180,-72.60117520
18,4823632,Padre Las Casas,La Araucanía,BT,585310,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187468.718,5704307.022,-38.75725300,-72.59871010
18,2038076,Padre Las Casas,La Araucanía,BT,493408,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188061.129,5704605.847,-38.75477500,-72.59177080
18,5677695,Padre Las Casas,La Araucanía,BT,585345,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187483.582,5704288.091,-38.75742850,-72.59854790
18,1716411905,Padre Las Casas,La Araucanía,MT,PP8365,Inst. de distribució,BAAV00103,1,0,PSAD56,19,188252.465,5703709.273,-38.76290610,-72.58997760
18,2023503,Padre Las Casas,La Araucanía,BT,459322,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187174.755,5704095.026,-38.75905550,-72.60218250
18,2191957,Padre Las Casas,La Araucanía,BT,583707,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187118.179,5704177.553,-38.75829320,-72.60279500
18,2038776,Padre Las Casas,La Araucanía,BT,493430,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188044.568,5704531.413,-38.75543860,-72.59199460
18,2037609,Padre Las Casas,La Araucanía,BT,493417,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187638.031,5704218.902,-38.75810550,-72.59680520
18,2069757,Padre Las Casas,La Araucanía,BT,500434,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187226.664,5704261.106,-38.75758020,-72.60151110
18,2038490,Padre Las Casas,La Araucanía,BT,493420,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187654.232,5704192.559,-38.75834810,-72.59663100
18,2311706,Padre Las Casas,La Araucanía,BT,585484,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187426.227,5704433.184,-38.75610330,-72.59914110
18,2311705,Padre Las Casas,La Araucanía,BT,585480,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187399.482,5704391.241,-38.75647110,-72.59946730
18,2069758,Padre Las Casas,La Araucanía,BT,500435,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187230.827,5704256.345,-38.75762450,-72.60146550
18,2069702,Padre Las Casas,La Araucanía,BT,500449,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187150.419,5704262.917,-38.75753690,-72.60238610
18,4823389,Padre Las Casas,La Araucanía,BT,585699,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187357.454,5704290.920,-38.75735840,-72.59999540
18,4823512,Padre Las Casas,La Araucanía,BT,500473,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187440.797,5704327.452,-38.75705940,-72.59902160
18,1716411626,Padre Las Casas,La Araucanía,MT,PP8362,Inst. de distribució,BAAV00103,1,0,PSAD56,19,188318.001,5703675.300,-38.76323480,-72.58924010
18,2023302,Padre Las Casas,La Araucanía,BT,459319,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187219.343,5704128.194,-38.75877300,-72.60165540
18,1716572547,Temuco,La Araucanía,BT,CAM20046,Inst. de prop. terce,BAAV00111,0,1,PSAD56,19,186983.761,5705454.408,-38.74676210,-72.60376080
18,4823513,Padre Las Casas,La Araucanía,BT,585323,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187460.886,5704301.914,-38.75729620,-72.59880240
18,4823392,Padre Las Casas,La Araucanía,BT,584310,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187459.262,5704267.209,-38.75760770,-72.59883670
18,2069296,Padre Las Casas,La Araucanía,BT,500438,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187165.520,5704196.353,-38.75814090,-72.60224270
18,2019694,Temuco,La Araucanía,MT,500365,Inst. de distribució,BAAV00103,1,0,PSAD56,19,186638.178,5705614.497,-38.74519980,-72.60765700
18,6089923,Padre Las Casas,La Araucanía,MT,4727897,Inst. de distribució,BAAV00103,2,0,1,19,190812.216,5706697.173,-38.73693360,-72.55923670
18,2038773,Padre Las Casas,La Araucanía,BT,493428,Inst. de distribució,BAAV00111,0,3,PSAD56,19,187966.208,5704438.418,-38.75624730,-72.59293660
18,1716410207,Padre Las Casas,La Araucanía,MT,PP8358,Inst. de distribució,BAAV00103,1,1,PSAD56,19,188246.311,5703649.720,-38.76343960,-72.59007510
18,2023473,Padre Las Casas,La Araucanía,BT,459326,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187156.397,5704131.061,-38.75872490,-72.60237710
18,2310908,Padre Las Casas,La Araucanía,BT,585569,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187333.083,5704386.247,-38.75649250,-72.60023220
18,2069752,Padre Las Casas,La Araucanía,BT,500428,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187287.966,5704207.078,-38.75808780,-72.60083150
18,2069298,Padre Las Casas,La Araucanía,BT,500441,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187125.120,5704246.918,-38.75767180,-72.60268390
18,2069712,Padre Las Casas,La Araucanía,BT,500450,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187180.845,5704255.138,-38.75761770,-72.60204010
18,9797349,Padre Las Casas,La Araucanía,BT,1062615,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187715.352,5704309.672,-38.75731650,-72.59587610
18,2311703,Padre Las Casas,La Araucanía,BT,585485,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187435.194,5704461.090,-38.75585550,-72.59902550
18,4823388,Padre Las Casas,La Araucanía,BT,585698,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187382.285,5704261.763,-38.75762950,-72.59972330
18,4823641,Padre Las Casas,La Araucanía,BT,585492,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187432.750,5704279.065,-38.75749170,-72.59913590
18,1716410209,Padre Las Casas,La Araucanía,MT,PP8359,Inst. de distribució,BAAV00103,1,0,PSAD56,19,188282.805,5703693.522,-38.76305850,-72.58963620
18,1716410955,Padre Las Casas,La Araucanía,BT,PP-0428,Inst. de distribució,BBAC00288,0,2,PSAD56,19,187922.769,5704387.539,-38.75668950,-72.59345850
18,2069630,Padre Las Casas,La Araucanía,BT,500446,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187123.426,5704286.797,-38.75731260,-72.60268530
18,2069300,Padre Las Casas,La Araucanía,BT,500444,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187092.278,5704272.332,-38.75743160,-72.60304960
18,2191959,Padre Las Casas,La Araucanía,BT,583703,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187056.004,5704237.230,-38.75773450,-72.60348210
18,2310978,Padre Las Casas,La Araucanía,BT,585574,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187311.523,5704332.300,-38.75697000,-72.60050420
18,2311710,Padre Las Casas,La Araucanía,BT,585473,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187356.493,5704358.207,-38.75675290,-72.59997600
18,9553416,Temuco,La Araucanía,MT,1034497,Inst. de distribució,BAAV00103,1,1,1,19,187947.921,5705697.269,-38.74491920,-72.59257840
18,4823479,Padre Las Casas,La Araucanía,BT,584660,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187406.637,5704296.207,-38.75732830,-72.59942810
18,2069357,Padre Las Casas,La Araucanía,BT,500453,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187205.906,5704321.129,-38.75703310,-72.60172240
18,6089922,Padre Las Casas,La Araucanía,MT,4727896,Inst. de distribució,BBAV00768,2,0,1,19,190808.229,5706707.351,-38.73684070,-72.55927790
18,2069629,Padre Las Casas,La Araucanía,BT,500445,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187104.138,5704277.805,-38.75738660,-72.60291090
18,2310981,Padre Las Casas,La Araucanía,BT,585578,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187280.709,5704294.801,-38.75729630,-72.60087510
18,1716404864,Temuco,La Araucanía,BT,1090330,Inst. de distribució,BAAC00512,0,1,PSAD56,19,187961.500,5705723.949,-38.74468400,-72.59241040
18,2191960,Padre Las Casas,La Araucanía,BT,583704,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187075.692,5704212.930,-38.75796000,-72.60326700
18,2069088,Padre Las Casas,La Araucanía,BT,500420,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187252.339,5704147.253,-38.75861330,-72.60126770
18,2023195,Padre Las Casas,La Araucanía,BT,459314,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187266.736,5704101.537,-38.75902950,-72.60112310
18,1716410949,Padre Las Casas,La Araucanía,MT,PP-0430,Inst. de distribució,BAAC22770,1,1,PSAD56,19,188094.411,5704125.498,-38.75910690,-72.59160530
18,9553578,Temuco,La Araucanía,MT,1062608,Inst. de distribució,BAAV00103,3,2,1,19,187969.926,5705723.494,-38.74469110,-72.59231390
18,2038495,Padre Las Casas,La Araucanía,BT,493423,Inst. de distribució,BAAV00111,0,2,PSAD56,19,187757.163,5704263.542,-38.75774610,-72.59541670
18,2069735,Padre Las Casas,La Araucanía,BT,500442,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187118.213,5704242.357,-38.75771040,-72.60276530
18,9553416,Temuco,La Araucanía,MT,1034497,Inst. de distribució,BAAV00103,1,1,PSAD56,19,187947.921,5705697.269,-38.74491920,-72.59257840
18,2069588,Padre Las Casas,La Araucanía,BT,500443,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187067.878,5704257.692,-38.75755470,-72.60333650
18,4823395,Padre Las Casas,La Araucanía,BT,585324,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187506.138,5704306.841,-38.75726790,-72.59828040
18,2023400,Padre Las Casas,La Araucanía,BT,459328,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187187.414,5704169.115,-38.75839360,-72.60200360
18,2070256,Padre Las Casas,La Araucanía,BT,500437,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187192.236,5704219.681,-38.75794060,-72.60192530
18,2038488,Padre Las Casas,La Araucanía,BT,493419,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187609.513,5704162.074,-38.75860650,-72.59715850
18,1716403754,Padre Las Casas,La Araucanía,BT,PP8367,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188137.689,5704001.446,-38.76023790,-72.59116410
18,2311707,Padre Las Casas,La Araucanía,BT,585482,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187422.069,5704363.319,-38.75673020,-72.59922050
18,1716403751,Padre Las Casas,La Araucanía,MT,PP8366,Inst. de distribució,BAAV00103,1,0,PSAD56,19,188264.649,5703693.626,-38.76305120,-72.58984470
18,2311701,Padre Las Casas,La Araucanía,BT,585478,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187389.146,5704427.780,-38.75613880,-72.59956950
18,2069737,Padre Las Casas,La Araucanía,BT,500439,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187153.791,5704198.568,-38.75811680,-72.60237650
18,2310987,Padre Las Casas,La Araucanía,BT,585583,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187323.926,5704282.066,-38.75742620,-72.60038450
18,2038775,Padre Las Casas,La Araucanía,BT,493429,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188001.480,5704481.279,-38.75587430,-72.59251210
18,1716572454,Temuco,La Araucanía,BT,CAM20043,Inst. de prop. terce,BAAV00111,0,1,PSAD56,19,186918.261,5705449.252,-38.74678530,-72.60451540
